CIPCode,CIPTitle,url,CIPDefinition_concat,CIPDefinition_summary,related
26.14,Molecular Medicine.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89369," A program that focuses on the scientific study of the molecular and cellular basis of disease, and the application of this knowledge to the development of new clinical and diagnostic tools, medications, and therapies. Includes instruction in cell biology, molecular biology, physiology, pharmacology, biochemistry, genetics, pathology, molecular immunology, research and quantitative methods, and biomedical research computing.","This program studies the molecular and cellular basis of disease and applies the knowledge to develop diagnostic tools, medications, and therapies.",
26.15,Neurobiology and Neurosciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89258," A program that focuses on the interdisciplinary scientific study of the molecular, structural, physiologic, cognitive, and behavioral aspects of the brain and nervous system.  Includes instruction in molecular and cellular neuroscience, brain science, anatomy and physiology of the central nervous system, molecular and biochemical bases of information processing, behavioral neuroscience, biology of neuropsychiatric disorders, and applications to the clinical sciences and biomedical engineering. A program that focuses on the scientific study of the structure of the central and peripheral nervous system in vertebrates or the nervous system of invertebrates. Includes instruction in cellular and circuit anatomy, mapping of neuronal pathways, anatomical distribution and mapping of neuronal signaling molecules and their receptors, and the anatomical basis of central nervous system diseases and disorders. A program that focuses on the scientific study of the structure and function of the central and peripheral nervous system in vertebrates and invertebrates. Includes instruction in molecular and cellular studies of neuronal and glial cells and circuits, neural transmitters and receptors, neuronal signaling processes, membrane and synapse structure and communication, autonomic function, nervous system circuitry and mapping, and anatomical and functional basis of central nervous system diseases and disorders. A program that focuses on the scientific study of the structure and function of the central and peripheral nervous system in vertebrates and invertebrates as it relates to control of behavior. Includes instruction in neuronal systems and circuits, higher level studies of behavior and cognition, computational neurobiology, and behavioral manifestations of central nervous system diseases and disorders. Any instructional program in neurobiology and neurosciences not listed above.","Programs in the study of the nervous system structure and function in vertebrates or invertebrates, including molecular and cellular neuroscience, anatomical distribution and mapping, behavior and cognition studies, and more.","26.01,50.10,40.06"
26.99,"Biological and Biomedical Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88404, Any instructional program in the biological and biomedical sciences not listed above.,This program covers biological and biomedical sciences areas not covered in other listed programs.,"40.05,26.01,26.05"
27.01,Mathematics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88407," A general program that focuses on the analysis of quantities, magnitudes, forms, and their relationships, using symbolic logic and language.  Includes instruction in algebra, calculus, functional analysis, geometry, number theory, logic, topology and other mathematical specializations. A program that focuses on the expression of quantities and their relationships by means of symbols, vectors, matrices, and equations, and the properties of integers.  Includes instruction in algebraic structures, quadratic and automorphic forms, combinatorics, linear algebra, and algebraic geometry. A program that focuses on the properties and behavior of equations, multivariate solutions, functions, and dynamic systems.  Includes instruction in differential equations, variation, approximations, complex variables, integrals, harmonic analysis and wavelet theory, dynamic systems, and applications to mathematical physics. A program that focuses on the properties, measurements, and relationships pertaining to points, lines, angles, surfaces, and solids.  Includes instruction in global analysis, differential geometry, Euclidian and Non-Euclidian geometry, set theory, manifolds, integral geometry, and applications to algebra and other topics. A program that focuses on the properties of unaltered geometric configurations under conditions of continuous, multi-directional transformations.  Includes instruction in mathematical logic, proof theory, model theory, set theory, combinatorics, continua, homotopy, homology, links, and transformation actions. Any program in mathematics not listed above.","This program teaches various mathematical specializations and focuses on expressing quantities and their relationships using symbolic language, analyzing equations and dynamic systems, and studying geometric configurations and transformations.","26.11,14.07,50.10"
27.03,Applied Mathematics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88409," A program that focuses on the application of mathematics and statistics to the solution of functional problems in fields such as engineering and the applied sciences.  Includes instruction in natural phenomena modeling continuum mechanics, reaction-diffusion, wave propagation, dynamic systems, numerical analysis, controlled theory, asymptotic methods, variation, optimization theory, inverse problems, and applications to specific scientific and industrial topics. A program that focuses on the application of mathematics to the theory, architecture, and design of computers, computational techniques, and algorithms.  Includes instruction in computer theory,  cybernetics, numerical analysis, algorithm development, binary structures, combinatorics, advanced statistics, and related topics. A program that focuses on the application of a broad range of mathematical and computational methods to modeling, analysis, algorithm development, and simulation for the solution of complex scientific and engineering problems. Includes instruction in numerical analysis, discrete mathematics, operations research, optimization, differential equations, statistics, scientific computation, and applications to specific scientific and industrial topics. A program that focuses on the application of mathematics and statistics to the finance industry, including the development, critique, and use of various financial models. Includes instruction in probability theory, statistical analysis, numerical methods, computation and simulation methods, stochastic processes, economics, and financial markets and applications. A program that focuses on the application of mathematics to genomics, molecular modeling, structural biology, ecology, evolutionary biology and systems of analysis of neurobiology, physiology, and metabolism.  Includes instruction in computational mathematics, chaos and nonlinear systems, perturbation methods, evolutionary biology, molecular biology, bioinformatics, and neurobiology. Any instructional program in applied mathematics not listed above.","Programs applying math and statistics to solve problems in engineering and the applied sciences, computer science, science and engineering, finance, genomics, molecular modeling, and more.","27.05,52.13,11.04"
27.05,Statistics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88412," A general program that focuses on the relationships between groups of measurements, and similarities and differences, using probability theory and techniques derived from it.  Includes instruction in the principles in probability theory, binomial distribution, regression analysis, standard deviation, stochastic processes, Monte Carlo method, Bayesian statistics, non-parametric statistics, sampling theory, and statistical techniques. A program that focuses on the mathematical theory underlying statistical methods and their use.  Includes instruction in probability theory parametric and non-parametric inference, sequential analysis, multivariate analysis, Bayesian analysis, experimental design, time series analysis, resampling, robust statistics, limit theory, infinite particle systems, stochastic processes, martingales, Markov processes, and Banach spaces. A program with a general synthesis of mathematics and statistics or a specialization which draws from mathematics and statistics. Includes instruction in calculus, linear algebra, numerical analysis and partial differential equations, discrete mathematics, probability theory, statistics, computing, and other related topics. Any instructional program in statistics not listed above.","A program that teaches probability theory, statistical techniques, and their mathematical foundations, with a general synthesis of mathematics and statistics, or specializing in various branches of mathematics and statistics.","27.03,14.37,11.04"
27.99,"Mathematics and Statistics, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88414, Any instructional program in mathematics and  statistics not listed above.,Customized math and statistics instruction program.,
28.01,"Air Force ROTC, Air Science and Operations.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88945," A program that introduces students to the theory and practice of air science, life in the U.S. Air Force, and prepares them for cadet status (Junior ROTC or JROTC) or for service as commissioned reserve or active duty officers (senior AFROTC or ROTC).  Programs are offered as adjuncts to regular high school or college instructional programs. This CIP code is not valid for IPEDS reporting. Any instructional program in Air Force ROTC, air science and operations not listed above. This CIP code is not valid for IPEDS reporting.","An educational program for students interested in air science and joining the U.S. Air Force, preparing them for cadet status or active duty/officer positions. Not for IPEDS reporting.",
28.03,"Army ROTC, Military Science and Operations.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88947," A program that introduces students to the theory and practice of military science, life in the U.S. Army, and prepares them for cadet status (Junior ROTC or JROTC) or for service as commissioned reserve or active duty officers (senior AROTC or ROTC).  Programs are offered as adjuncts to regular high school or college instructional programs. This CIP code is not valid for IPEDS reporting. Any instructional program in Army ROTC, military science and operations not listed above. This CIP code is not valid for IPEDS reporting.","This program teaches military theory and practice, preparing students for Junior or Senior ROTC, or commissioned reserve or active duty roles. Offered as an adjunct to regular education. Not for IPEDS reporting.",
28.04,"Navy/Marine ROTC, Naval Science and Operations.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88949," A program that introduces students to the theory and practice of naval science, life in the U.S. Navy and/or Marine Corps, and prepares them for cadet status (Junior ROTC or JROTC) or for service as commissioned reserve or active duty officers (senior NROTC or ROTC).  Programs are offered as adjuncts to regular high school or college instructional programs. This CIP code is not valid for IPEDS reporting. Any instructional program in Navy/Marine Corps ROTC, naval science and operations not listed above. This CIP code is not valid for IPEDS reporting.","A program that teaches students about naval science and prepares them for cadet or officer status in the Navy or Marine Corps, offered alongside regular high school or college programs. Not listed for IPEDS reporting.",
28.05,Military Science and Operational Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89439," A program that focuses on the theory, doctrine and principles of airpower in the tactical and strategic contexts, as well as in conjunction with other armed forces.  Includes instruction in air warfighting, leadership and ethics, national security decisionmaking, strategic studies, global security, joint and coalition operations, and applicable regional or cultural studies and research methods. This CIP code is not valid for IPEDS reporting. A program that focuses on the principles and art of leading, managing, and conducting air force operations on the ground, in the air, and in space.  Includes instruction in leadership, staff operations, principles of command, air and space warfare, expeditionary operations, campaign planning, tactics and strategy. This CIP code is not valid for IPEDS reporting. A program that focuses on the study of military operational issues and the preparation of field officers for warfighting, leadership, and related capabilities in land and joint operations.  Includes instruction in leadership studies, military culture, national security policy, joint campaign planning, strategic estimation, strategic logistics, tactical and strategic doctrine, force capabilities, command and control, intelligence, movement, firepower, attack and defense, multinational issues, space operations, and applications to specific regional and operational issues. This CIP code is not valid for IPEDS reporting. A program that focuses on military operational issues at the theatre and general strategic level, emphasizing both land force operations and joint operations related to peacekeeping, war, and other emergencies. Includes instruction in military theory, military history, national and military strategy, campaign design and planning, senior leadership, theatre operational technologies and communications, civil-military relations, and applications to the study of specific world regions and types of operations. This CIP code is not valid for IPEDS reporting. A program that focuses on in-depth professional study of naval warfare and related combined/joint operations at the tactical, operational and strategic levels.  Includes instruction in maritime security, naval warfighting, naval tactics, naval strategy, operational art, planning and conducting joint operations, command and control, civil-military relations, information networking, leadership, ocean and nearshore operations, and related subjects. This CIP code is not valid for IPEDS reporting. A program that focuses on the role and use of special operations forces in the context of low-intensity warfare such as asymmetric warfare and counterterrorism as well as irregular operations in conventional warfare.  Includes instruction in special operations doctrine, equipment, support and strategy; the role of civilian leadership and the joint staffs; mission selection and employment; integration with regular forces; civil relations and psychological warfare. This CIP code is not valid for IPEDS reporting. Any instructional program in military science and operational studies not listed above. This CIP code is not valid for IPEDS reporting.","Various specialized military science and operational studies programs ranging from airpower, air force operations, military leadership, joint operations, naval warfare, special operations forces, and more. Not valid for IPEDS reporting.",
28.06,Security Policy and Strategy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89447," A program that focuses on coercion theory, defense strategy, warfighting, and strategic operations in the context of joint or combined operations, coalitions, and overall national security.  May be offered at the advanced level and in the context of one or more armed forces, and may focus on various scenarios including campaign, theatre, joint, global and advanced strategy. This CIP code is not valid for IPEDS reporting. A program that focuses on the analysis and systematic study of the intersection between leadership and operational art at the tactical and/or strategic levels.  Includes instruction in leadership case studies, the dynamics of battle and associated  responsibilities, the use of opportunities and resources, the human and physical dimensions of warfare, the effects of technology and logistics, doctrine, logistics, stress and the legal authority of command. This CIP code is not valid for IPEDS reporting. A program that focuses on the international and domestic law applicable to the armed forces, in war and peace.  Includes instruction in the Uniform Code of Military Justice, case law and legislation, international law and treaties, warfighting doctrine, leadership and ethics, peacekeeping, and related issues affecting combatants, prisoners, and noncombatants. This CIP code is not valid for IPEDS reporting. A program that focuses on the principles, operational methods and strategy of planning and conducting joint military operations.  Includes instruction in civil-military affairs, effects-based operations, interservice doctrine, force integration and force multipliers, multinational forces, and applications specific to air, army, military, special forces and asymmetric contexts. This CIP code is not valid for IPEDS reporting. A program that focuses on the scientific principles, technology, policy issues and operational art required to prevent the spread and combat the effects of weapons of mass destruction, defined as chemical, biological and nuclear devices as well as some conventional weapons.  Includes instruction in the scientific foundations of such weaponry, production, weaponization, effects protection and mitigation, state and terrorist threat analysis, and applications to specific weapon types and scenarios. This CIP code is not valid for IPEDS reporting. Any instructional program in national security policy and strategy not listed above. This CIP code is not valid for IPEDS reporting.","Programs on coercion theory, defense strategy, operational art, international and domestic law applicable to the armed forces, joint military operations, and preventing the spread of weapons of mass destruction for national security purposes. (Note: CIP code not valid for IPEDS reporting.)",
28.07,Military Economics and Management.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89454," A program that focuses on the application of economics, policy analysis, management and leadership studies to the formulation of national strategy and security policy in the context of the international economy.  Includes instruction in military strategy and logistics, strategic leadership, national and international economic policy, national security policy, acquisition and procurement, industry economics and studies of specific regions, industries or issues. This CIP code is not valid for IPEDS reporting. A program that focuses on the study of specific industries and economic sectors from domestic and comparative perspectives in order to assess strength, weakness and relationship to national security needs.  Includes instruction in resource economics, finance and monetary policy, industrial economics, econometrics and forecasting, labor and organizational studies, technology policy, national security policy, military strategy, acquisition needs assessment, crisis management, international economics and development studies. This CIP code is not valid for IPEDS reporting. A program that focuses on the planning, acquisition and management of military bases, housing, installations and other facilities plus their associated buildings, systems, equipment, staffing and maintenance.  Includes instruction in operations management, acquisitions planning, contracts management, building construction, real estate, facilities management, hospitality management, administrative budgeting and finance, personnel supervision and leadership, related regulations and policies, and applications to specific service requirements, operational needs, and types of facilities. This CIP code is not valid for IPEDS reporting. Any instructional program in military economics and management not listed above. This CIP code is not valid for IPEDS reporting.","Programs in military economics, policy analysis, leadership, and management for national security; specific industry and economic sector studies for national security needs; planning, acquisition, and management of military facilities and installations.",
28.99,"Military Science, Leadership and Operational Art, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89459," Any instructional program in military science, leadership and operational art not listed above. This CIP code is not valid for IPEDS reporting.","This program is not categorized under any specific field, it covers military science, leadership and operational art, and cannot be reported through IPEDS.",
29.02,"Intelligence, Command Control and Information Operations.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89461," A program that focuses on the principles and techniques of intelligence acquisition, analysis and exploitation.  Includes instruction in intelligence organizations, the intelligence cycle, intelligence operations planning, intelligence analysis and reporting, intelligence methods, electronic and signals intelligence, operations and communications security, human intelligence management, intelligence chain of command, information exploitation and psychological warfare, and the relationship to national security policy and strategy. A program that focuses on the management, analysis and use of national-level, theatre-level, and international intelligence and related policy issues.  Includes instruction in intelligence organization and management, strategic uses of intelligence, management of intelligence systems and assets, command and control, joint intelligence operations, electronic and signals intelligence, threat assessment and estimation, intelligence analysis and reporting, counterintelligence, and studies of specific regions and situations. A program that focuses on the theory, technology and operational aspects of collecting, processing and exploiting remote-sensed, radar, acoustic and other forms of signals intelligence.  Includes instruction in applied physics, wave propagation and capture, radar systems, acoustics and underwater systems, infrared systems, synthetic aperture systems, collection and processing systems, signal phenomenology, signal analysis and exploitation, and applications to specific intelligence problems. A program that focuses on the theory, technology and operational use of information and decision systems in support of battlefield, theatre, and global strategic operations.  Includes instruction in applied mathematics and statistics, computer systems, real-time analysis and decision systems, surveillance and navigation systems, information and communications technology, information security, situational awareness, system integration, joint operations and applications to specific command problems and services. A program that focuses on the strategic and operational use of information relative to the support of military and strategic policy and objectives.  Includes instruction in information technology, decision theory and applications, military operations, command and control technology, network operations, network systems integration, computer network defense, space communications technology, and applications to specific military operational tasks. A program that focuses on the support of military and strategic operations and policy via the use of information as a tool of statecraft and warfighting.  Includes instruction in information technology and systems, information security, command and control, satellite communications, global information dissemination, communications and media management, intelligence, psychological warfare, strategic planning, security policy and doctrine, and applications to specific operations, services, and scenarios. A program that focuses on the technological and operation aspects of information warfare, including cyber attack and cyber defense.  Includes instruction in computer and network security, cryptography, computer forensics, systems security engineering, software applications, threat and vulnerability assessment, wireless networks and satellite communications, tactical and strategic planning, legal and ethical issues, and cyber warfare systems development and acquisition. Any instructional program in intelligence, command control and information operations not listed above.","Programs in intelligence acquisition and analysis, management of intelligence systems, remote sensing, decision systems, information warfare, and military information support. Covers topics such as intelligence organizations, signal intelligence, electronic warfare, and network security. Other programs in intelligence, command, control and information operations are also available.","10.02,05.09,50.09"
29.03,Military Applied Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89462," A program that focuses on the application of systems engineering and system architecture to the design and construction of modern combat systems and their integration with each other, with host platforms and with other forces into network-centric warfighting systems.  Includes instruction in systems engineering, computer programming, chemical systems, biological systems, material systems, human factors, combat environments, sensor systems, threat and system risk assessment, conventional and unconventional weapons, combat simulation, reliability and maintenance, testing, engineering project management, strategic planning and applications to aerospace, ground, and naval combat systems. A program that focuses on the study of lasers and other directed energy phenomena and their application to the creation of energy beam weapons systems.  Includes instruction in photonics, electro-optics, microwave phenomena, laser chemistry, spectroscopy, chemical lasers, fibre lasers, imaging and optics, laser propagation and control, laser communication, infrared remote sensing, modeling and simulation, and related technologies. A program that focuses on the application of acoustics and signals processing to undersea and antisubmarine warfare.  Includes instruction in acoustics; electrical engineering; the generation, propagation and reception of underwater sound waves; military applications of underwater sound; and acoustic signal processing. A program that focuses on the application of electromagnetic field theory, electro-optics and materials science to the reduction of radar, optical and acoustic signatures of weapons systems.  Includes instruction in computational electromagnetics, electro-optics, acoustics, guided wave theory, radiation capture, antenna applications in layered environments, material characterization, radar cross-section analysis, sonar signature analysis, non-destructive testing, remote sensing, and applications to specific weapons systems and operational environments. A program that focuses on the design, development, and operation of missiles, satellites and other space-based systems for military purposes.  Includes instruction in the military applications of space, space technology, aerospace engineering, systems architecture, orbital mechanics, launch and retrieval systems, ground support systems, satellite communications, and space-based sensor systems. A program that focuses on the study of physical oceanography as applied to the naval tactical and strategic environment and the support of military operations.  Includes instruction in atmospheric thermodynamics and radiation propagation, air-ocean fluid dynamics, ocean waves, nearshore environments and processes, ocean acoustics, ocean analysis, tactical oceanography, prediction, and related quantitative and experimental methods. A program that focuses on the principles, engineering design and military concepts that govern the operational employment of underwater sensors and weapons systems.  Includes instruction in acoustics, electrical, and mechanical engineering; mathematics; meteorology; oceanography; physics; operations analysis; human factors; computer science; and robotics. Any instructional program in military applied sciences not listed above.","Various programs in military applied sciences, including systems engineering, energy beam weapons, undersea and anti-submarine warfare, electromagnetic field theory, missile and space systems, physical oceanography, and underwater sensors and weapons systems.",
29.04,Military Systems and Maintenance Technology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89463," A program that focuses on the principles, technology, and maintenance of ground-based systems and equipments used to support aviation flight operations and space operations.  Includes instruction in computer science, electronics, basic sciences and quantitative methods, air conditioning and refrigeration, corrosion control, fluid power, hazardous materials, industrial safety, maintenance management, vehicle and equipment operation, and applications to specific ground support systems. A program that focuses on the principles, technology and maintenance of systems and equipment used in aerospace operations.  Includes instruction in astronomy and astronautics, solid state theory, air and space operations, electronics, computer science, aviation and space flight safety, life support systems, flight operations management systems, programming, propulsion systems, weaponry, maintenance management and applications to specific systems and operations. A program that focuses on the principles, technology and maintenance of aircraft weapons systems and associated peripherals.  Includes instruction in basic science and quantitative methods, computer science, electronics, engineering graphics, fluid power, heavy equipment operation, armament systems, weapon materials and processes, weapon safety, corrosion control, aircraft systems maintenance, and maintenance management. A program that focuses on the identification, containment, analysis and neutralization of explosive devices.  Includes instruction in nuclear science, computer science, ordinance and bomb systems, electronics, computer science, industrial radiography, non-destructive testing, equipment operation, inventory management, investigative techniques, forensics, schematic interpretation, safety procedures, site containment and emergency medicine. A program that focuses on the principles, technology and operational use of command and control (C3, C4I) systems as applied to joint and combined military operations involving unified commands.  Includes instruction in information technology, communications systems, network systems and architecture, systems engineering, C3 and C4I doctrine and policy, C3 and C4I systems management, intelligence, operational and strategic planning, interagency operations, operational security and deception. A program that focuses on the principles, design and application of computer and networking technology to the military environment. Includes instruction in planning; program development; graphical user interfaces; rapid prototyping; program construction; data types, operations; control flow; arrays; records; file I/O; database access; event-driven OOP structures; and enabling global-networked communications, including databases, systems analysis and design, decision support systems, and network security. A program that focuses on the principles, technology and maintenance of rocket systems, guided missiles, and space vehicles as well as related systems.  Includes instruction in engineering mechanics, engineering graphics, materials and processes, electronics, propellant and guidance systems, control systems, fluid power, nuclear and conventional weapons systems, hazardous materials, non-destructive inspection and testing, quality assurance, safety procedures and maintenance management. A program that focuses on the principles, technology and maintenance of ground or sea-based weapons systems, ordinance and munitions.  Includes instruction in basic sciences, electronics, systems technology, fluid power, computer science, conventional weapons systems, nuclear weapons systems, munitions systems, storage and safety, equipment operation, guidance and control systems, hazardous materials, corrosion control, nondestructive testing and quality control, and maintenance management. A program that focuses on the principles, technology and maintenance of air, sea and ground-based radar systems.  Includes instruction in electronic principles and digital techniques, transistors and solid-state component theory, radar systems; maintenance technology, data processing systems, wiring and circuit schematics, maintenance management, safety procedures, and applications to specific systems and services. Any instructional program in military systems and maintenance technology not listed above.","Various programs in military systems and maintenance technology, including aerospace operations, aircraft weapon systems, explosive devices neutralization, command and control systems, computer and networking technology, rocket systems, ground/sea-based weapons systems, and radar systems.","15.05,49.01,15.04"
29.99,"Military Technologies and Applied Sciences, Other.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89493, Any instructional program in military technologies and applied sciences not listed above.,Military technologies and applied sciences program.,
30.00,"Multi-/Interdisciplinary Studies, General.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=89240, A program that derives from two or more distinct programs and that is integrated around a unifying theme or topic that cannot be subsumed under a single discipline or occupational field.,An interdisciplinary program with a central theme derived from multiple programs.,
30.01,Biological and Physical Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88420," A program that is either a general synthesis of one or more of the biological and physical sciences, or a specialization which draws from the biological and physical sciences.",Program synthesizing or specializing in biological and physical sciences.,"30.44,24.01,08.13"
30.05,Peace Studies and Conflict Resolution.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88422," A program that focuses on the origins, resolution and prevention of international and inter-group conflicts. Includes instruction in peace research methods and related social scientific and psychological knowledge bases.","This program studies international and inter-group conflicts, with teachings on peace research methods and related social scientific and psychological knowledge bases.",
30.06,Systems Science and Theory.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88424," A program with a multidisciplinary approach to the analysis and solution of complex problems, requiring a combined approach using data and models from the natural, social, technological, behavioral and life sciences, and other specialized fields.","A multidisciplinary program solving complex problems using data, models, and specialized fields.",
30.08,Mathematics and Computer Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88426, A program with a general synthesis of mathematics and computer science or a specialization which draws from mathematics and computer science.,"Program combines math and computer science, allowing for specialization in either field.","14.37,40.04,14.35"
30.10,Biopsychology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88428," A program that focuses on biological and psychological linkages, especially the linkages between biochemical and biophysical activity and the functioning of the central nervous system.","Study of biological and psychological linkages, emphasizing on the connection between biochemical & biophysical activity and the CNS.","14.14,30.70,32.52"
30.11,Gerontology.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88430," A program that focuses on the human aging process and aged human populations, using the knowledge and methodologies of the social sciences, psychology and the biological and health sciences.","Program studies aging process & aged populations, using social sciences, psychology, health & biological sciences.",
30.12,Historic Preservation and Conservation.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88432," A program that focuses on the architectural design principles and building techniques used in historic structures and environments, and the process of saving and restoring old buildings and districts for contemporary use and enjoyment.  Includes instruction in architectural history; building conservation techniques; real estate, land-use and tax laws and codes; economics and public policy; and public relations. A program that focuses on the application of cultural studies, public policy analysis, and management skills to planning, promoting, and implementing programs to preserve and protect cultural heritage sites and artifacts.  Includes instruction in historical preservation and conservation, business management, policy analysis, applied economics, public relations, applied history, historical archaeology, and environmental impact studies. Any instructional program that focuses on architectural design and building techniques for historic and restored structures not listed above.","Programs focused on the design and conservation of historic buildings and districts, including instruction in architectural history, building techniques, real estate and land-use laws, economics, public policy, and public relations.","51.27,26.10,50.04"
30.13,Medieval and Renaissance Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88434," A program that focuses on the  study of the Medieval and/or Renaissance periods in European and circum-Mediterranean history from the perspective of various disciplines in the humanities and social sciences, including history and archeology, as well as studies of period art and music.","A program studying Medieval and Renaissance periods from various disciplines in the humanities and social sciences, including history, archeology, and period art and music.",
30.14,Museology/Museum Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88436," A program that focuses on the attitudes, knowledge, and skills required to develop, prepare, organize, administer, conserve, store and retrieve artifacts, exhibits and entire collections in museums and galleries, and that prepares individuals to assume curatorial, technical and managerial positions in museums.  Includes instruction in institutional management, acquisition, exhibit design, conservation, packing techniques, and public relations.","This program prepares individuals for curatorial, technical and managerial positions in museums by focusing on attitudes, knowledge and skills required for artifact preservation, exhibit design, and public relations.","38.01,51.22,16.05"
30.15,"Science, Technology and Society.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88438," A program that focuses on the contemporary social and public policy ramifications of science and technology, the interrelationship of science and engineering with the public policy process, and the social and ethical dimensions of scientific and technological enterprises.","This program explores the impact of science and technology on public policy, including ethics and social considerations.",
30.16,Accounting and Computer Science.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87497, A program that combines accounting with computer science and/or computer studies.,Accounting and computer science/technology combined.,
30.17,Behavioral Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87499," A program with a combined or undifferentiated focus on the social sciences, psychology, and biomedical sciences to study complex problems of human individual and social growth and behavior.",Interdisciplinary program studying human growth and behavior.,"45.03,44.05,45.06"
30.18,Natural Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87501, A program with a combined or undifferentiated focus on one or more of the physical and biological sciences.,Program with a focus on physical and biological sciences.,"14.07,14.05,26.11"
30.19,Nutrition Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87503," A scientific program that focuses on the utilization of food for human growth and metabolism, in both normal and dysfunctional states, from the interdisciplinary perspective of the agricultural, human, biological, and biomedical sciences.  Includes instruction in food science, biochemistry, physiology, dietetics, food and nutrition studies, biotechnology, biophysics, and the clinical sciences.","This program studies food for human growth and metabolism from multiple perspectives, such as agriculture and biology, including subjects like food science, biotechnology, and nutrition.","51.31,51.00,01.09"
30.20,International/Global Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87504," A program that focuses on global and international issues from the perspective of the social sciences, social services, and related fields.",The program focuses on global issues in social sciences and related fields.,"30.99,28.45,45.02"
30.21,Holocaust and Related Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87506," A program that focuses on genocide in human history with particular reference to Twentieth Century genocides such as that of the Ottoman Armenians during World War I and the Nazi Holocaust during World War II.  Programs also focus on topics such as survivor studies and counseling, war crimes research and prevention, reconciliation and compensation, ethical and spiritual issues, holocaust art and literature, and legacy and effect in relation to subsequent generations.","Program on genocide in human history, including 20th century atrocities like the Armenian Genocide and the Holocaust. Also covers survivor studies, war crimes prevention, and ethical/spiritual issues.",
30.22,Classical and Ancient Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87508," A program that focuses on Western and Non-Western cultures and related topics in the periods of Pre-history and Antiquity.  Includes such disciplines as ancient languages, archeology, history, art history, geography, population studies, environmental studies, religious studies, and the social sciences. A program that focuses on the cultures, environment, and history of the ancient Near East, Europe, and the Mediterranean basin from the perspective of the humanities and social sciences, including archaeology.","A program studying Pre-history and Antiquity cultures through topics including history, archeology, art history and more, with a focus on Western and Non-Western cultures.","50.06,19.02,23.01"
30.23,Intercultural/Multicultural and Diversity Studies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87511," A program that focuses on the dynamic social relations between and among majority and minority groups and different minority groups, and ways to promote mutual tolerance, inter-group cooperation, and the leadership and management of diverse groups and diversity issues in family, educational, recreational, and work settings.  Includes instruction in ethnic and cultural studies, group psychology, sociology, anthropology, conflict resolution, human services and resources, and applications to various functional environments.","This program teaches how to promote tolerance and cooperation between different groups and manage diversity issues in various settings through studies of psychology, sociology, anthropology, and conflict resolution.",
